claim_id,claim_text,lang,claim_date,gold_label,predicted_label,is_correct,small_model_id,small_model_name,small_model_provider,model_key,model_aliases,condition,variant_name,condition_bucket,condition_key,corruption_severity,prompt_id,explanation,error_type,error_message,judge_count,judge_names,judge_overall_sum,avg_judge_overall,avg_political_bias,avg_sociocultural_bias,avg_linguistic_bias,avg_logic_of_reasoning,avg_evidence_usage
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The evidence provided does not contain any information about the claim 'Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.' (A photo shows almost only women with headscarves in a train in Malmö, Sweden). The documents discuss topics such as Islam in Europe, integration, and Swedish traditions, but do not provide any evidence related to the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"The evidence provides both supporting and contradicting statements regarding the claim. On one hand, Evidence Document 1 mentions that in 21 European cities, including Malmö, Sweden, the dynamics of Islam in Western societies have been studied, and that the European Muslims interpret their religion every day and practically. This suggests that there may be a significant presence of Muslims in Malmö, Sweden. On the other hand, Evidence Document 2 describes a traditional Swedish farm in the countryside, where the farmer, Lotta, lives with her animals and practices a traditional way of life. There is no mention of Muslims or Islam in this context. Additionally, the description of the farm and the way of life is quite different from the urban setting of Malmö, Sweden. Therefore, the evidence is conflicting and does not provide a clear answer to the claim.",,,1,['llama70B'],19.0,19.0,4.0,4.0,5.0,3.0,3.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"The evidence contains statements that support and contradict the claim. On one hand, the claim that 'Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden' is supported by the fact that the article mentions the topic of the burka and the debate about the ritual slaughter of animals, which suggests that Muslims are a visible and discussed group in Europe. On the other hand, the article also mentions that the problems of integration and assimilation are not just the responsibility of the state, but also of the citizens, which suggests that Muslims are not a monolithic group and that their integration is a complex issue. Additionally, the article quotes Nilüfer Göle, who says that the Islam is already interpreting itself in schools and universities, which suggests that Muslims are actively engaging with their faith and culture. Therefore, the evidence is conflicting and does not provide a clear verdict.",,,1,['llama70B'],18.0,18.0,4.0,4.0,5.0,3.0,2.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence supports the claim that there are many women wearing headscarves in a train in Malmö, Sweden. The article from Norrmagazin.de describes a scene where Lotta Rosborg is on a Swedish Alm (a traditional Swedish mountain pasture) and is surrounded by women wearing headscarves, including her daughter Erik's favorite goat, Laban. The article states that the women on the Alm have the freedom to come and go as they please, and that the cows often make long walks. This suggests that the women on the Alm are likely to be wearing headscarves as part of their traditional clothing.",,,1,['llama70B'],11.0,11.0,3.0,2.0,4.0,1.0,1.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The evidence provided does not directly address the claim that protesters are paid for demonstrations. The first document discusses the concept of 'Zivilgesellschaft' and its relation to protests, but does not provide any information about payment. The second document is about a court ruling regarding police surveillance of protests, which is unrelated to the claim. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Dieses Video beweist, dass Demonstranten für Demos bezahlt werden' (This video proves that demonstrators are paid for demos). The articles discuss the concept of Zivilgesellschaft (civil society) and its relation to protests and demonstrations, but do not provide any evidence or information about demonstrators being paid for participating in demos. The first article mentions the 'Querdenken' movement and its rhetoric, but does not mention payment. The second article discusses a court decision regarding police surveillance of protests, but does not address the claim about payment.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Demonstranten für Demos bezahlt werden' (demonstrators are paid for demos). The first document discusses the concept of Zivilgesellschaft (civil society) and its relation to political movements like 'Querdenken', but does not provide any information about payment of demonstrators. The second document is about a court ruling regarding police video surveillance at demonstrations, which is unrelated to the claim. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],15.0,15.0,3.0,3.0,3.0,3.0,3.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence provided does not directly address the claim that demonstrators are paid for demos. Evidence Document 1 discusses the concept of 'Zivilgesellschaft' and its relation to democratic movements, but does not provide any information about payment. Evidence Document 2 reports on a court ruling regarding video surveillance of a demonstration, but this is unrelated to the claim. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Demonstranten für Demos bezahlt werden' (demonstrators are paid for demos). The first document discusses the concept of Zivilgesellschaft (civil society) and its relation to political movements, but does not provide any information about payment of demonstrators. The second document is about a court case regarding police filming of demonstrations, which is unrelated to the claim. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Dieses Video beweist, dass Demonstranten für Demos bezahlt werden' (This video proves that demonstrators are paid for demos). The first evidence document discusses the concept of Zivilgesellschaft (civil society) and its history, while the second document is about a court decision regarding police filming of demonstrations. Neither document provides any information about the claim or evidence of demonstrators being paid for demos.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The evidence provided does not mention anything about demonstrators being paid for demos, which is the claim in question. The articles discuss the concept of 'Zivilgesellschaft' and a court case about police surveillance at demonstrations, but do not provide any information about payment for demonstrators.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"The evidence provided does not directly address the claim that demonstrators are paid for participating in demonstrations. The first document discusses the concept of civil society and its relation to various social movements, but does not provide any evidence of payment for demonstrators. The second document discusses a court ruling that prohibits police from filming peaceful demonstrations, but does not mention payment for demonstrators. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Refuted,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"The evidence provided in Evidence Document 2 contradicts the claim that demonstrators are paid for demos. The court ruling states that video surveillance of a large demonstration is unlawful, implying that the police are not allowed to film demonstrations unless there is a significant threat to public safety or order. This suggests that the police are not monitoring demonstrations for payment, but rather to ensure public safety. Additionally, the article mentions that the police do not provide numbers on how many demos are filmed, which further supports the idea that the police are not monitoring demos for payment.",,,1,['llama70B'],22.0,22.0,4.0,5.0,5.0,4.0,4.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Refuted,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence provided does not support the claim that demonstrators are paid for participating in demonstrations. In fact, Evidence Document 2 mentions that a court ruled in favor of a demonstration organizer, stating that the police's video surveillance had a 'chilling effect' and that the organizers had a legitimate reason to object to the surveillance. This suggests that the police's actions were not justified and that the demonstrators were not paid to participate. Additionally, the article mentions that the police's video surveillance has become a standard practice in recent years, which implies that the police are not paying demonstrators to participate in demonstrations.",,,1,['llama70B'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The evidence document does not support the claim that the image of a demonstration against right-wing extremism in Germany was falsified to make the number of demonstrators appear larger. In fact, the article describes the engagement of 'Hunderttausende Menschen' (hundreds of thousands of people) as 'beachtlich' (noteworthy) and mentions that the demonstrations are a 'Zeichen der Solidarität' (a sign of solidarity). This suggests that the article is actually highlighting the large number of people participating in the demonstrations, rather than falsifying images to make it appear larger.",,,1,['llama70B'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence document does not provide any information about the claim that the image of a demonstration against right-wing extremism in Germany was manipulated to make the number of demonstrators appear larger. The document discusses the engagement of people in demonstrations and the potential impact of these demonstrations on society, but it does not address the claim in question.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,The evidence document does not mention anything about a demonstration being faked to make the crowd appear larger. It discusses the potential impact of demonstrations on people who feel threatened by right-wing extremist groups and the possibility of building bridges between these individuals and society through mass movements.,,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence document does not mention anything about a demonstration being faked to make the crowd appear larger. It discusses the plans of right-wing extremist groups and the public's reaction to the protests, but does not provide any information about the authenticity of the demonstration images.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The evidence provided does not mention anything about a demonstration against right-wing extremism being faked to make the number of protesters appear larger. The text discusses the importance of demonstrations and their impact on society, but does not address the claim in question.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence document does not mention anything about a demonstration being faked to make the number of protesters appear larger. It discusses the importance of demonstrations and the potential for them to bring people together, but does not address the claim in question.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The provided evidence document does not contain any information about a demonstration against right-wing extremism in Germany being faked to make the crowd appear larger. The document only mentions the importance of people taking to the streets in Germany, but does not provide any evidence related to the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"The evidence provided does not mention anything about a demonstration being staged or faked to make it appear larger. The text discusses the positive impact of the demonstrations against right-wing extremism in Germany, but does not provide any information about the authenticity of the demonstration images.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"The evidence provided does not contain any information related to the claim that the image of a demonstration against right-wing extremism in Germany was falsified to make the number of demonstrators appear larger. The text appears to be a collection of unrelated statements, including a biography of an individual, information about a species of insect, and quotes about the importance of demonstrations and democracy. There is no mention of image falsification or demonstrations against right-wing extremism.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence provided does not contain any information related to the claim that a picture of a demonstration against right-wing extremism in Germany was falsified to make the number of demonstrators appear larger. The text appears to be a collection of unrelated statements and information, including a quote from a person, film-related terms, and a mention of a newspaper subscription offer.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The evidence documents do not provide enough information to determine whether France declared a state of emergency due to farmer protests. While Document 1 mentions heatwaves and wildfires in various European countries, including France, it does not mention farmer protests or a state of emergency. Document 2 discusses droughts and water shortages in several European countries, but again, it does not mention farmer protests or a state of emergency in France. Therefore, the claim cannot be evaluated based on the provided evidence.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence documents provide information about heatwaves and droughts in various European countries, including France, Italy, Portugal, and Greece. However, they do not provide any information about France declaring a state of emergency due to farmer protests. The claim is not supported or refuted by the provided evidence, and more information is needed to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The claim states that France declared a state of emergency due to farmer protests, but the evidence documents do not mention anything about farmer protests or a state of emergency being declared in France. They do discuss heatwaves and droughts affecting various countries in Europe, but there is no direct connection to the claim made about France.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence provided does not mention anything about Frankreich (France) declaring a state of emergency due to farmer protests. The claim specifically mentions farmer protests, but the evidence documents only discuss heatwaves, droughts, and wildfires in various European countries, including the UK, France, Italy, Spain, Portugal, and Greece. There is no mention of farmer protests or a state of emergency being declared in France due to such protests.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The evidence provided does not mention anything about Frankreich (France) declaring a state of emergency due to farmer protests. The articles discuss the heatwave and its effects in various European countries, but there is no mention of France or farmer protests. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence provided does not mention anything about Frankreich (France) declaring a state of emergency due to farmer protests. The claim is about France declaring a state of emergency due to farmer protests, but the evidence documents only discuss heatwaves and drought in Europe, particularly in the UK, Germany, Italy, and Greece, and do not mention France or farmer protests at all.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The evidence provided does not mention anything about Frankreich (France) declaring a state of emergency due to farmer protests. The documents discuss heatwaves and droughts in Europe, but there is no connection made to France or farmer protests. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"Der französische Wetterdienst Météo-France hob die höchste Hitze-Warnstufe für 15 Départements an der Atlantikküste auf. Dies unterstützt die Behauptung, dass Frankreich wegen der Bauernproteste den Notstand ausgerufen hat.",,,1,['llama70B'],15.0,15.0,3.0,5.0,5.0,1.0,1.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"The evidence supports the claim that Frankreich hat wegen der Bauernproteste den Notstand ausgerufen. In Evidence Document 2, es wird erwähnt, dass in Frankreich 'In den Regionen Lombardei, Piemont, Emilia-Romagna, Venetien und Friaul-Julisch Venetien gilt bis Ende Jahr der Notstand.'",,,1,['llama70B'],15.0,15.0,3.0,5.0,5.0,1.0,1.0
4,Frankreich hat wegen der Bauernproteste den Notstand ausgerufen.,de,2024-01-27,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence supports the claim that Frankreich (France) hat wegen der Bauernproteste den Notstand ausgerufen (declared a state of emergency due to farmer protests). Evidence Document 2 mentions 'Wasserknappheit in Frankreich Die Waldbrandgefahr ist wegen der Hitzewelle gebietsweise gross' (water scarcity in France, the forest fire danger is high due to the heatwave in some areas), and 'Trinkwasser ist knapp und wird per Tankwagen herbeigeschafft' (drinking water is scarce and is brought in by tank trucks). These statements suggest that France is experiencing severe drought and heatwave conditions, which could be related to farmer protests and the declaration of a state of emergency.",,,1,['llama70B'],15.0,15.0,3.0,5.0,5.0,1.0,1.0
5,"Ein von „ZDF Heute“ verwendetes Bild der Demonstration gegen Rechtsextremismus in Hamburg vom 19. Januar 2024 sei manipuliert worden, um die Teilnehmerzahl höher erscheinen zu lassen. Das belege eine weitere Aufnahme, auf der weniger Menschen zu sehen seien.",de,2024-01-20,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The provided evidence documents do not contain any information related to the claim that a photo used by ZDF Heute of a demonstration against right-wing extremism in Hamburg on January 19, 2024, was manipulated to make the number of participants appear higher. The claim is not supported or refuted by the evidence, and there is no mention of the specific photo or the demonstration in question. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
5,"Ein von „ZDF Heute“ verwendetes Bild der Demonstration gegen Rechtsextremismus in Hamburg vom 19. Januar 2024 sei manipuliert worden, um die Teilnehmerzahl höher erscheinen zu lassen. Das belege eine weitere Aufnahme, auf der weniger Menschen zu sehen seien.",de,2024-01-20,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence provided does not contain any information about the claim that a photo used by ZDF Heute to depict a demonstration against right-wing extremism in Hamburg on January 19, 2024, was manipulated to make the number of participants appear higher. The evidence consists of two unrelated articles discussing various topics, including inflation, time change, and a possible ban on fireworks. There is no mention of the claim or any evidence to support or refute it.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
5,"Ein von „ZDF Heute“ verwendetes Bild der Demonstration gegen Rechtsextremismus in Hamburg vom 19. Januar 2024 sei manipuliert worden, um die Teilnehmerzahl höher erscheinen zu lassen. Das belege eine weitere Aufnahme, auf der weniger Menschen zu sehen seien.",de,2024-01-20,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The evidence provided does not contain any information related to the claim that a photo used by ZDF Heute to depict a demonstration against right-wing extremism in Hamburg on January 19, 2024, was manipulated to make the number of participants appear higher. The claim is not supported or refuted by the evidence, and there is no mention of the specific event or photo in question.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
